Opinions,Original Drivers,Assigned Cluster Number,Percentage of Confidence in Assigned Cluster Number,Assigned Driver,Count for max cluster,Model
Doors are heavy but one drawback is the ground clearance,Ground Clearance,23,0.9998459440299731,Boot Space,26,sttm_77
Very comfortable seats with large leg space between the seats. and boot space is also huge.,Boot Space,23,0.9287673174292785,Boot Space,26,sttm_77
So it's a little bit costly.,Cost,23,0.4284167127150435,Boot Space,26,sttm_77
no written documentation found regarding Creta's boot space though.,Boot Space,23,0.9999204069886336,Boot Space,26,sttm_77
"Tiguan's quite high in price and looks a bit dull, according to me.",Looks,23,0.9732175299668956,Boot Space,26,sttm_77
the jeep put a smile on my face with its performance.,Performance,23,0.9664039026688334,Boot Space,26,sttm_77
Huge boot space,Boot Space,23,0.922372664517846,Boot Space,26,sttm_77
Good ground clearance.,Ground Clearance,23,0.9695149920136586,Boot Space,26,sttm_77
The boot space is very limited when all the 7 seats are up.,Boot Space,23,0.9742200057797669,Boot Space,26,sttm_77
"The only feedback is, sunroof is not there, best in the class SUV, very comfortable, ground clearance is also very good, interiors are such awesome.",Ground Clearance,23,0.9999983076080311,Boot Space,26,sttm_77
Those wheels are horrible looking,Looks,23,0.4719936116825424,Boot Space,26,sttm_77
"It has smooth brakes, comfortable seats, appropriate leg space, sufficient boot space, and enough ground clearance.",Ground Clearance,23,0.999999936107182,Boot Space,26,sttm_77
Nice car and looks very well ground clearance is very high.,Ground Clearance,23,0.9931676909647852,Boot Space,26,sttm_77
"Excellent
 boot space is good",Boot Space,23,0.922372664517846,Boot Space,26,sttm_77
"Excellent performance, power is great, and boot space is great.",Boot Space,23,0.9974439260625323,Boot Space,26,sttm_77
The only concern seems a little low ground clearance.,Ground Clearance,23,0.9983314701797904,Boot Space,26,sttm_77
Comfortable boot space.,Boot Space,23,0.922372664517846,Boot Space,26,sttm_77
somewhat less boot space (around 400lts),Boot Space,23,0.989578331444581,Boot Space,26,sttm_77
One of the biggest challenges you will face when moving to a car like seltos from an Octavia - the boot space is almost half!,Boot Space,23,0.999999998715297,Boot Space,26,sttm_77
The boot space is too large in this car and the music system is too good.,Infotainment System,23,0.9618770433749696,Boot Space,26,sttm_77
"Mg has a voice controller, internet, sunroof and a large amount of boot space.",Boot Space,23,0.9999921223765869,Boot Space,26,sttm_77
The sound system was good ground clearance is also good.,Ground Clearance,23,0.9844175288300214,Boot Space,26,sttm_77
"the real deal breakers are the sunroof, powered seats, the 360 deg camera and the ventilated seats.",Ventilated Seats,46,0.99999924752144,Ventilated Seats,19,sttm_77
"They have put in true luxury features for a change, the mood lighting, the bose speakers, rear door curtains and 2 stage rear seat recline.",Mood Lights,46,0.999999985186404,Ventilated Seats,19,sttm_77
"Front seating is very comfortable, not sure if its because of the ventilate seat option, but it felt maybe a little too soft.",Ventilated Seats,46,0.9964226276247046,Ventilated Seats,19,sttm_77
Ventilated seat is a very good feature to be there as many cars at this price does not provide this.,Ventilated Seats,46,0.9989415360028491,Ventilated Seats,19,sttm_77
"So we have to pay 1.5l rupees for useless features like tiny touch screen with reverse camera, sun glass holder , steering mounted buttons , front fog lamp.",Safety Features,46,0.999999999999032,Ventilated Seats,19,sttm_77
"Since it's a Korean car, it gets tiny seats.",Comfort,46,0.38561880083433037,Ventilated Seats,19,sttm_77
"Ultimate design, ultimate feature, comfortable seats, and price.",Comfort,46,0.9701740312169964,Ventilated Seats,19,sttm_77
"In the interior, it has got many features like the 8-inch touch screen infotainment system with reverse parking sensors with a camera.",Infotainment System,46,0.9993595305213797,Ventilated Seats,19,sttm_77
It has segment first features like panaromic sunroof and electronic parking brakes.,Sunroof,46,0.9994043046848716,Ventilated Seats,19,sttm_77
360 degree parking camera much expected at this hefty price!,Safety Features,46,0.9995329586089687,Ventilated Seats,19,sttm_77
"For the price, it misses out on key features like a tpms, ventilated seats, hid lights only on top variant, etc.",Ventilated Seats,46,0.9999999636034117,Ventilated Seats,19,sttm_77
"Along with the features missing, aci says that the panoramic sunroof will be a paid option.",Sunroof,46,0.9999896585315614,Ventilated Seats,19,sttm_77
Features as standard across all variants like ventilated disc brakes all around and dual airbags.,Safety Features,46,0.9999757708728387,Ventilated Seats,19,sttm_77
"gtx with dct which most people are after does miss out on quite a few features like:-
 sunroof, bose system, ventilated seats etc",Ventilated Seats,46,0.9999999988909403,Ventilated Seats,19,sttm_77
"Could have added more features like auto parking,front sensor and all the door glasses automatically closes when it is locked.",Safety Features,46,0.9999998481819733,Ventilated Seats,19,sttm_77
Glass did not close in one tough and sunroof also,Sunroof,46,0.5267470026452268,Ventilated Seats,19,sttm_77
non availability of ventilated seats,Ventilated Seats,46,0.9989290534406055,Ventilated Seats,19,sttm_77
"But some features are missing just like a sunroof, ventilated seat etc",Ventilated Seats,46,0.9999165006629046,Ventilated Seats,19,sttm_77
"I'm not at all interested in sun roof, ventilated seats etc.",Ventilated Seats,46,0.9999898764103207,Ventilated Seats,19,sttm_77
It doesn't even have disc brakes in rear.,Safety Features,46,0.9549536827085058,Ventilated Seats,19,sttm_77
The most sensational panoramic sunroof has got automatic folding and unfolding cover of the glass.,Sunroof,46,0.9989843890354532,Ventilated Seats,19,sttm_77
The absence of rear parking sensors would be super crazy.,Safety Features,46,0.9732749299867202,Ventilated Seats,19,sttm_77
"Even though they nailed the design, to be honest, I was a little bit disappointed after I hear about no led headlights, rear drum brakes, no panoramic sunroof, no option for power seats and an electric tailgate for such an expensive price tag.",Cost,46,0.99999999999713,Ventilated Seats,19,sttm_77
One missing feature is sunroof.,Sunroof,46,0.8570682875080388,Ventilated Seats,19,sttm_77
The best part is its sunroof and available at an affordable price,Sunroof,46,0.359597449303373,Ventilated Seats,19,sttm_77
And best features like sunroof ventilated seats wireless charging side camera led tail lamp led fog lamp and i specially like air purifiers best car.,Wireless Charging,46,0.9999999999999786,Ventilated Seats,19,sttm_77
But the price should contain a few features like a sunroof.,Sunroof,46,0.9826752168026927,Ventilated Seats,19,sttm_77
The worlds first air purifier along with the head-up display and ventilated seats are a big talking point of the seltos which can make anyone say wow.,Ventilated Seats,46,0.9999999992406456,Ventilated Seats,19,sttm_77
"Diesel auto will miss out on side and curtain airbags, 360 camera, blind spot monitor, heads-up display.",Safety Features,46,0.9999989124669441,Ventilated Seats,19,sttm_77
"Ventilated seats, especially on the htx+ were a bit too soft for my liking.",Ventilated Seats,46,0.9998784046509094,Ventilated Seats,19,sttm_77
The seats are pretty comfortable.,Comfort,46,0.8613522478032758,Ventilated Seats,19,sttm_77
"Ultimate design, ultimate feature, comfortable seats and price",Comfort,46,0.9701740312169964,Ventilated Seats,19,sttm_77
"Amazing features including some first in class like 360° camera, ventilated seats.",Ventilated Seats,46,0.9999997523449772,Ventilated Seats,19,sttm_77
a ventillated seat is a must have..,Ventilated Seats,46,0.869240736731392,Ventilated Seats,19,sttm_77
Rear disc brakes missing,Safety Features,46,0.997391104794503,Ventilated Seats,19,sttm_77
"Wow, 26 for diesel gas is an amazing price.",Cost,46,0.9943436286928833,Ventilated Seats,19,sttm_77
Good to see kia cover almost all the major bases from compliance to auto transmissions to the sunroof.,Sunroof,46,0.9999742034117647,Ventilated Seats,19,sttm_77
Prices too high... seating not comfortable at all.,Comfort,46,0.35428904751129914,Ventilated Seats,19,sttm_77
Its seats are very comfortable and back seats are more comfortable.,Comfort,46,0.6567764696804529,Ventilated Seats,19,sttm_77
"There could be few features which adds value for a customer in htx+ like auto ac, ventilated seats if you prioritize comfort",Ventilated Seats,46,0.9999999995893115,Ventilated Seats,19,sttm_77
"I don't care much about the sun roof, bose speakers or ventilated seats",Ventilated Seats,46,0.9999955330054031,Ventilated Seats,19,sttm_77
You can't put a price tag on love!,Cost,46,0.3292840782762192,Ventilated Seats,19,sttm_77
Display screen and sunroof is something like newly added technology like a luxury car.,Sunroof,46,0.9988635868776391,Ventilated Seats,19,sttm_77
The seats are super comfortable.,Comfort,46,0.9244259357378435,Ventilated Seats,19,sttm_77
The seats are really comfortable.,Comfort,46,0.45066595082243494,Ventilated Seats,19,sttm_77
"The security systemin this car is applaudable seat belt, airbag, rearview camera system ( parking camera)",Safety Features,46,0.9999997134045213,Ventilated Seats,19,sttm_77
The ventilated seats is a warmly accepted feature by the family.,Ventilated Seats,46,0.9999954847571566,Ventilated Seats,19,sttm_77
No ventilated seats,Ventilated Seats,46,0.991834771344229,Ventilated Seats,19,sttm_77
Seats are comfortable.,Comfort,46,0.45066595082243494,Ventilated Seats,19,sttm_77
The disc brakes do a great job,Safety Features,46,0.9838144575586912,Ventilated Seats,19,sttm_77
I personally love the ventilated seat dashboard view,Ventilated Seats,46,0.9999928283393771,Ventilated Seats,19,sttm_77
"Features missing on gtx+ would be sunroof, 360 camera, ventilated seats, power seats are good to have, not must have.",Ventilated Seats,46,0.9999997534797338,Ventilated Seats,19,sttm_77
"Brakes, discs not confirmed for all variants yet.",Safety Features,46,0.9986054680662733,Ventilated Seats,19,sttm_77
"It's disheartening because if a buyer is in love with dct and planning to buy then he has to loose whole lot of features like , no power sunroof, no ventilated seats etc.",Ventilated Seats,46,0.9999998218208052,Ventilated Seats,19,sttm_77
The all black interiors make it pretty classy and the panoramic sunroof makes the cabin feel airy.,Sunroof,28,0.9999890694662306,Sunroof,35,sttm_77
